ID			Imag	Vmag	Period		Iamp	[Fe/H]		R21	R31	Phi21	Phi31	
OGLE-BLG-RRLYR-32332   16.57200   18.34700    0.53547    0.60400   -0.94518    0.52193    0.35093    4.35200    5.85159
OGLE-BLG-RRLYR-32333   16.11100   17.90600    0.58938    0.48400   -0.91938    0.50224    0.30912    4.58100    6.20359
OGLE-BLG-RRLYR-32337   16.53700   18.39400    0.54591    0.35500   -0.42036    0.43073    0.22721    4.75800    6.55059
OGLE-BLG-RRLYR-32342   16.74400   19.12200    0.59510    0.42200   -0.79992    0.47027    0.27438    4.68200    6.38259
OGLE-BLG-RRLYR-32343   17.02900   19.75300    0.75299    0.32400   -0.97487    0.40697    0.17825    5.03300    7.10959
OGLE-BLG-RRLYR-32345   16.61000   18.59700    0.53937    0.58400   -0.89917    0.51703    0.34508    4.39700    5.93059
OGLE-BLG-RRLYR-32346   16.89500   19.54000    0.69596    0.22000   -0.77274    0.32413    0.12340    4.93700    7.01559
OGLE-BLG-RRLYR-32347   16.30900   18.13200    0.54968    0.51900   -1.12276    0.47707    0.27742    4.35800    5.72059
OGLE-BLG-RRLYR-32353   16.10100   17.91200    0.50518    0.47300   -1.00763    0.44010    0.26292    4.25800    5.59559
OGLE-BLG-RRLYR-32354   17.48700   20.22200    0.44497    0.88700   -1.00332    0.50389    0.37326    4.08000    5.24259
OGLE-BLG-RRLYR-32356   17.19100   19.65500    0.45749    0.73600   -0.69884    0.54530    0.37235    4.26100    5.68659
OGLE-BLG-RRLYR-32357   17.40600   20.47600    0.56341    0.75100   -1.31942    0.50780    0.34352    4.22700    5.56359
OGLE-BLG-RRLYR-32358   17.26900   21.10200    0.61098    0.08800   -0.67422    0.39808    0.16506    4.75300    6.62959
OGLE-BLG-RRLYR-32359   17.86400   20.51400    0.43931    0.79800   -0.67651    0.52980    0.38098    4.20200    5.60559
OGLE-BLG-RRLYR-32360   18.36700   22.01900    0.68887    0.65500   -1.59494    0.48333    0.35944    4.50300    5.97559
OGLE-BLG-RRLYR-32361   18.15200   21.62200    0.54401    0.55400   -0.90626    0.52993    0.30825    4.37900    5.94959
OGLE-BLG-RRLYR-32364   17.06200   19.24400    0.58966    0.46100   -0.89766    0.49764    0.30501    4.58400    6.23159
OGLE-BLG-RRLYR-32365   17.31900   20.55100    0.67212    0.48200   -0.98137    0.45945    0.25582    4.81500    6.62059
OGLE-BLG-RRLYR-32368   16.93700   20.54900    0.86004    0.43600   -1.53420    0.39173    0.16338    5.00200    7.06759
OGLE-BLG-RRLYR-32371   18.02900   21.84400    0.78011    0.26100   -0.97760    0.30558    0.08916    5.09800    7.26759
OGLE-BLG-RRLYR-32372   17.39000   19.95500    0.57072    0.50300   -0.95812    0.47703    0.30652    4.50100    6.04559
OGLE-BLG-RRLYR-32375   18.40000   22.07800    0.54956    0.31200   -1.12052    0.35455    0.17006    4.41100    5.72259
OGLE-BLG-RRLYR-32377   17.76100   21.27400    0.57046    0.35600   -1.26749    0.48987    0.27854    4.33700    5.66859
OGLE-BLG-RRLYR-32378   18.41500   20.77100    0.52286    0.58700   -0.45241    0.50035    0.29566    4.69200    6.37459
OGLE-BLG-RRLYR-32380   16.11900   16.98800    0.43308    0.58000   -0.56604    0.45761    0.26269    4.17700    5.70259
OGLE-BLG-RRLYR-32382   17.56100   20.52400    0.43492    0.90200   -0.98620    0.49572    0.37293    4.09300    5.20359
OGLE-BLG-RRLYR-32383   17.75000   20.81400    0.55478    0.53600   -0.92774    0.52815    0.34307    4.44100    5.98759
OGLE-BLG-RRLYR-32384   17.32400   20.47300    0.60725    0.25200   -0.78534    0.38260    0.17638    4.73600    6.47259
OGLE-BLG-RRLYR-32386   17.67800   20.70300    0.51027    0.77700   -0.96171    0.53150    0.36599    4.28400    5.68159
OGLE-BLG-RRLYR-32388   16.91100   19.39800    0.49618    0.22000   -1.27991    0.48167    0.37014    4.05100    5.21159
OGLE-BLG-RRLYR-32389   16.83700   18.99600    0.61615    0.19000   -0.59001    0.31935    0.11990    4.77600    6.76259
OGLE-BLG-RRLYR-32392   17.88700   21.79800    0.57927    0.46500   -0.96785    0.49757    0.31613    4.50100    6.08459
OGLE-BLG-RRLYR-32393   16.05200   18.24300    0.57134    0.56200   -0.97269    0.52357    0.34132    4.47800    6.03159
OGLE-BLG-RRLYR-32400   17.11500   19.38200    0.53220    0.88900   -1.13019    0.55348    0.35241    4.23100    5.60759
OGLE-BLG-RRLYR-32403   18.00700   21.52900    0.62708    0.22200   -0.56939    0.30852    0.13690    4.93600    6.85259
OGLE-BLG-RRLYR-32404   17.43900   20.04600    0.49293    0.71700   -1.03741    0.51432    0.37051    4.18200    5.48659
OGLE-BLG-RRLYR-32405   17.12200   19.79000    0.49440    0.70500   -0.99515    0.51609    0.37108    4.21300    5.54659
OGLE-BLG-RRLYR-32407   17.80900   21.60600    0.48205    0.82900   -0.93214    0.51173    0.37565    4.21300    5.54959
OGLE-BLG-RRLYR-32411   16.74200   19.06100    0.60050    0.59400   -1.08264    0.50983    0.31173    4.54200    6.07159
OGLE-BLG-RRLYR-32414   15.13200   16.45600    0.61113    0.05000   -1.21306    0.14962    0.03202    3.76400    5.97659
OGLE-BLG-RRLYR-32415   17.19700   19.47500    0.62087    0.20200   -0.70709    0.29768    0.13234    4.84700    6.64859
OGLE-BLG-RRLYR-32416   15.51200   16.45700    0.63623    0.63700   -1.67473    0.49578    0.28917    4.30200    5.56559
OGLE-BLG-RRLYR-32417   17.02600   19.16900    0.50065    0.65700   -1.04885    0.49150    0.30044    4.22600    5.51859
OGLE-BLG-RRLYR-32418   17.12200   19.69000    0.51090    0.49000   -1.16584    0.41988    0.25852    4.20700    5.43759
OGLE-BLG-RRLYR-32423   17.12800   19.52000    0.50794    0.51500   -1.12332    0.39827    0.21094    4.27100    5.47159
OGLE-BLG-RRLYR-32429   17.30900   20.35600    0.48542    0.73400   -1.03520    0.51418    0.38686    4.15300    5.44459
OGLE-BLG-RRLYR-32430   17.53500   20.19100    0.45902    0.51200   -1.11835    0.39847    0.16348    4.11400    5.18659
OGLE-BLG-RRLYR-32433   16.91300   19.78700    0.57217    0.23400   -0.78473    0.42909    0.24789    4.58600    6.26459
OGLE-BLG-RRLYR-32434   17.73900   20.84400    0.52585    0.66900   -1.00679    0.52487    0.36650    4.27800    5.71959
OGLE-BLG-RRLYR-32435   16.75900   18.58600    0.50079    0.48000   -0.27007    0.48970    0.28485    4.73300    6.46459
OGLE-BLG-RRLYR-32436   16.90000   19.54900    0.70155    0.52700   -1.15449    0.46804    0.26486    4.79600    6.58559
OGLE-BLG-RRLYR-32437   17.26100   19.99700    0.69323    0.37500   -1.02055    0.43767    0.23187    4.82900    6.69859
OGLE-BLG-RRLYR-32438   17.43600   20.32800    0.46085    0.84000   -1.01525    0.49365    0.37758    4.12300    5.32259
OGLE-BLG-RRLYR-32439   17.56100   20.40200    0.57331    0.35800   -0.85958    0.40870    0.21418    4.55600    6.18059
OGLE-BLG-RRLYR-32442   17.50900   20.26400    0.46471    0.81800   -1.06058    0.48600    0.36905    4.10900    5.29059
OGLE-BLG-RRLYR-32443   17.62800   20.48500    0.50648    0.69500   -1.03873    0.48676    0.33937    4.22600    5.56559
OGLE-BLG-RRLYR-32445   17.98900   20.81900    0.44162    0.64800   -1.00671    0.40119    0.17272    4.15700    5.21859
OGLE-BLG-RRLYR-32446   16.95700   19.39000    0.58731    0.41300   -0.79386    0.47574    0.28475    4.66000    6.34359
OGLE-BLG-RRLYR-32447   16.71400   21.13700    0.57200    0.06800   -1.19016    0.50835    0.34893    4.28700    5.77159
OGLE-BLG-RRLYR-32448   17.58400   21.14900    0.51974    0.34500   -1.16553    0.45971    0.23637    4.26400    5.49059
OGLE-BLG-RRLYR-32449   17.22800   19.73200    0.48519    0.49400   -0.49514    0.49625    0.27616    4.56200    6.09859
OGLE-BLG-RRLYR-32450   17.45400   20.23800    0.49803    0.76000   -1.02449    0.51769    0.37776    4.19800    5.53259
OGLE-BLG-RRLYR-32451   17.64200   20.94000    0.67284    0.33400   -0.94697    0.41906    0.22312    4.82200    6.66659
OGLE-BLG-RRLYR-32452   17.33000   19.87700    0.47795    0.44300   -0.28828    0.50856    0.29983    4.65500    6.30659
OGLE-BLG-RRLYR-32454   17.39700   19.58100    0.46308    0.47400   -0.48482    0.49117    0.26045    4.54900    5.97959
OGLE-BLG-RRLYR-32460   15.46300   16.51500    0.59895    0.38300   -0.85670    0.43354    0.23972    4.64400    6.33659
OGLE-BLG-RRLYR-32467   17.63700   20.00000    0.44980    0.78400   -1.03608    0.50155    0.37470    4.06500    5.23159
OGLE-BLG-RRLYR-32469   17.73000   21.02800    0.55462    0.51600   -0.86270    0.51468    0.33255    4.48400    6.06559
OGLE-BLG-RRLYR-32474   17.92900   20.92000    0.66026    0.42800   -0.77656    0.44903    0.24459    4.95700    6.79859
OGLE-BLG-RRLYR-32475   15.34500   16.30000    0.53271    0.60300   -0.95634    0.52664    0.34618    4.33300    5.82159
OGLE-BLG-RRLYR-32479   17.71200   20.67500    0.51216    0.72400   -1.08384    0.50855    0.36941    4.20200    5.54459
OGLE-BLG-RRLYR-32481   17.13500   19.50700    0.45835    0.82700   -1.04338    0.49333    0.37271    4.08900    5.27359
OGLE-BLG-RRLYR-32482   16.76300   19.44500    0.79010    0.11000   -0.87659    0.19405    0.05520    5.17100    7.44959
OGLE-BLG-RRLYR-32484   17.82000   20.74800    0.52151    0.57700   -1.08272    0.50899    0.32866    4.26400    5.60159
OGLE-BLG-RRLYR-32485   15.10900   19.45700    0.56367    0.02900   -1.19876    0.52753    0.34954    4.28400    5.71159
OGLE-BLG-RRLYR-32486   17.28300   20.06200    0.51530    0.58900   -0.95753    0.51337    0.36382    4.28700    5.71659
OGLE-BLG-RRLYR-32489   16.85500   18.93400    0.57902    0.49800   -0.91640    0.49084    0.30855    4.58600    6.14559
OGLE-BLG-RRLYR-32490   15.73300   16.81900    0.50960    0.71400   -1.03999    0.51530    0.36473    4.22400    5.58259
OGLE-BLG-RRLYR-32492   17.56100   20.23300    0.68757    0.32500   -1.04063    0.43395    0.23482    4.82900    6.64059
OGLE-BLG-RRLYR-32493   16.58600   18.64300    0.53593    0.77700   -1.11552    0.52314    0.34810    4.25000    5.64759
OGLE-BLG-RRLYR-32494   17.82100   20.42100    0.65521    0.66100   -1.46291    0.51840    0.34603    4.57600    5.93559
OGLE-BLG-RRLYR-32497   18.25200   21.75200    0.49806    0.34200   -0.11660    0.37259    0.16101    4.86400    6.63459
OGLE-BLG-RRLYR-32505   16.78000   19.27700    0.64065    0.20300   -0.69276    0.32532    0.12121    4.84400    6.78359
OGLE-BLG-RRLYR-32509   16.64600   20.22800    0.56953    0.60200   -1.02151    0.53296    0.34564    4.45000    5.96159
OGLE-BLG-RRLYR-32510   16.57200   17.73900    0.53453    0.53600   -1.18775    0.46277    0.27532    4.22900    5.55159
OGLE-BLG-RRLYR-32512   17.04500   19.29400    0.57512    0.47200   -0.83218    0.48798    0.30242    4.57900    6.22459
OGLE-BLG-RRLYR-32514   18.05400   20.89500    0.59088    0.46600   -0.68120    0.47153    0.21090    4.81100    6.50159
OGLE-BLG-RRLYR-32515   16.94200   19.40500    0.64135    0.35000   -0.61795    0.41212    0.20054    4.91600    6.87859
OGLE-BLG-RRLYR-32516   17.68100   20.04500    0.52020    0.40400   -0.42451    0.46710    0.28202    4.67200    6.39259
OGLE-BLG-RRLYR-32523   18.08200   21.81700    0.55611    0.34900   -0.44070    0.44979    0.24192    4.78100    6.58659
OGLE-BLG-RRLYR-32524   17.97100   21.34200    0.44013    0.90200   -0.98291    0.48267    0.36080    4.08300    5.23859
OGLE-BLG-RRLYR-32525   17.53300   20.85600    0.52832    0.60600   -0.90845    0.50847    0.35483    4.31300    5.85359
OGLE-BLG-RRLYR-32527   18.39800   21.64600    0.65472    0.20000   -1.07489    0.31375    0.16377    4.60700    6.40359
OGLE-BLG-RRLYR-32528   15.62500   16.79400    0.58155    0.48200   -0.94279    0.49656    0.30521    4.53500    6.12859
OGLE-BLG-RRLYR-32529   14.67300   15.34800    0.47213    0.32200   -1.20899    0.53421    0.42022    4.07100    5.15459
OGLE-BLG-RRLYR-32531   15.65800   17.11900    0.63973    0.54600   -1.14475    0.50409    0.30628    4.62600    6.22959
OGLE-BLG-RRLYR-32532   18.48300   21.28200    0.70805    0.53800   -1.52172    0.53615    0.32164    4.57700    6.17859
OGLE-BLG-RRLYR-32533   17.10400   20.02400    0.60782    0.23900   -0.75765    0.42168    0.23585    4.73600    6.50959
OGLE-BLG-RRLYR-32534   15.52700   16.56400    0.64771    0.31200   -1.29103    0.38624    0.23129    4.53400    6.09959
OGLE-BLG-RRLYR-32536   16.95800   20.52200    0.60163    0.27200   -1.29174    0.54019    0.34024    4.41700    5.82459
OGLE-BLG-RRLYR-32537   17.47200   20.49900    0.67517    0.68300   -1.43799    0.53950    0.34293    4.56700    6.08459
OGLE-BLG-RRLYR-32538   17.13400   19.32300    0.44650    0.90100   -1.00839    0.50174    0.37683    4.07600    5.24559
OGLE-BLG-RRLYR-32539   17.98300   21.16700    0.41945    0.74400   -0.53795    0.56811    0.38383    4.23700    5.65559
OGLE-BLG-RRLYR-32541   17.77200   20.31300    0.49580    0.76000   -1.05721    0.50511    0.37747    4.18400    5.47959
OGLE-BLG-RRLYR-32542   17.56500   20.32400    0.60588    0.27600   -0.60555    0.39247    0.18313    4.72600    6.68259
OGLE-BLG-RRLYR-32543   15.43600   16.63600    0.69504    0.16100   -0.63969    0.25396    0.07135    4.91100    7.17159
OGLE-BLG-RRLYR-32547   17.40600   19.87900    0.56148    0.37900   -0.47280    0.44539    0.24210    4.76500    6.57959
OGLE-BLG-RRLYR-32552   16.01400   17.20500    0.56716    0.53900   -1.14503    0.50260    0.32635    4.35600    5.79759
OGLE-BLG-RRLYR-32553   17.65300   20.70300    0.48674    0.55800   -1.20317    0.43798    0.22781    4.14400    5.24859
OGLE-BLG-RRLYR-32554   17.44400   19.87300    0.55664    0.54700   -0.90225    0.54145    0.32096    4.44200    6.02959
OGLE-BLG-RRLYR-32555   15.39300   16.58200    0.52287    0.70300   -1.06305    0.51328    0.35925    4.23400    5.63359
OGLE-BLG-RRLYR-32556   17.36500   19.76700    0.70873    0.56000   -1.46239    0.51275    0.31647    4.63200    6.25459
OGLE-BLG-RRLYR-32560   18.05400   21.96500    0.94765    0.26800   -1.36132    0.33391    0.11387    5.25200    7.79859
OGLE-BLG-RRLYR-32561   17.66600   20.26300    0.45425    0.84300   -1.06945    0.48914    0.36694    4.08400    5.21759
OGLE-BLG-RRLYR-32563   17.70600   21.13700    0.52709    0.61400   -0.98565    0.52436    0.35659    4.30500    5.75259
OGLE-BLG-RRLYR-32564   16.91000   19.09300    0.50252    0.72700   -0.94020    0.50560    0.36545    4.24500    5.66159
OGLE-BLG-RRLYR-32566   17.30200   19.96300    0.43785    0.90900   -1.05167    0.48880    0.37171    4.02700    5.14159
OGLE-BLG-RRLYR-32572   17.54700   20.67100    0.57504    0.48400   -0.89031    0.50063    0.32056    4.53400    6.15359
OGLE-BLG-RRLYR-32574   17.95900   21.45700    0.60117    0.23900   -0.61541    0.36089    0.14985    4.77100    6.64259
OGLE-BLG-RRLYR-32575   16.31500   17.43800    0.48976    0.51700   -1.35971    0.32951    0.15142    4.05700    5.07659
OGLE-BLG-RRLYR-32576   18.20900   21.43800    0.55826    0.58500   -1.27029    0.45203    0.24253    4.31600    5.59259
OGLE-BLG-RRLYR-32577   16.50000   18.43200    0.50288    0.79400   -1.05404    0.51182    0.37395    4.21900    5.52559
OGLE-BLG-RRLYR-32578   16.96100   19.45700    0.53759    0.67900   -0.98439    0.52876    0.35708    4.33700    5.81659
OGLE-BLG-RRLYR-32582   17.74700   21.20300    0.92281    0.09000   -1.09128    0.16553    0.03631    5.15500    7.97859
OGLE-BLG-RRLYR-32586   16.43500   17.76600    0.40986    0.94700   -0.70684    0.53101    0.37011    4.14100    5.39359
OGLE-BLG-RRLYR-32590   16.26900   17.54400    0.49673    0.67900   -0.76348    0.55067    0.35461    4.36400    5.84159
OGLE-BLG-RRLYR-32595   15.29700   16.34300    0.58003    0.40800   -0.82081    0.46742    0.29136    4.59300    6.26759
OGLE-BLG-RRLYR-32597   15.35200   16.28200    0.49829    0.60000   -0.97221    0.46804    0.32867    4.28600    5.59759
OGLE-BLG-RRLYR-32601   17.63200   21.00500    0.65537    0.34800   -1.03192    0.44345    0.24776    4.71500    6.45959
OGLE-BLG-RRLYR-32603   17.14800   19.65700    0.48292    0.59900   -1.14158    0.42388    0.21355    4.14300    5.30059
OGLE-BLG-RRLYR-32605   18.19500   20.53400    0.57665    0.53300   -0.95503    0.52107    0.32993    4.50600    6.08459
OGLE-BLG-RRLYR-32607   15.88500   17.00900    0.63216    0.69600   -1.46444    0.51199    0.32655    4.37200    5.79659
OGLE-BLG-RRLYR-32609   17.57300   20.29800    0.51987    0.85900   -1.10849    0.53712    0.34618    4.18700    5.56059
OGLE-BLG-RRLYR-32610   16.82300   18.80900    0.43999    0.84000   -1.08028    0.48472    0.36906    4.05000    5.11959
OGLE-BLG-RRLYR-32614   17.28600   20.24400    0.65862    0.21500   -0.78912    0.32974    0.12927    4.86200    6.77359
OGLE-BLG-RRLYR-32615   16.92200   19.29500    0.45413    0.72200   -1.14549    0.47242    0.27970    4.04800    5.12459
OGLE-BLG-RRLYR-32616   18.28400   21.59800    0.61405    0.33200   -0.47834    0.37756    0.20800    4.69900    6.88559
OGLE-BLG-RRLYR-32618   17.38400   20.07800    0.50928    0.56300   -1.04092    0.45991    0.29334    4.24500    5.57959
OGLE-BLG-RRLYR-32624   17.33000   20.00800    0.67740    0.52000   -1.14071    0.47780    0.28842    4.73400    6.45859
OGLE-BLG-RRLYR-32628   16.85900   19.31900    0.55348    0.71400   -0.98482    0.54935    0.33894    4.45100    5.91059
OGLE-BLG-RRLYR-32629   16.17700   18.45700    0.75105    0.48100   -1.45067    0.45686    0.27526    4.76700    6.52059
OGLE-BLG-RRLYR-32632   15.86700   17.01400    0.61758    0.24700   -0.65469    0.36829    0.14888    4.76500    6.69259
OGLE-BLG-RRLYR-32639   14.68500   15.64800    0.81712    0.20300   -1.21754    0.24557    0.06935    4.89400    7.19659
OGLE-BLG-RRLYR-32641   18.58700   21.55200    0.57224    0.49600   -1.03722    0.44205    0.31335    4.41300    5.95859
OGLE-BLG-RRLYR-32644   15.95800   17.11100    0.46332    0.68400   -0.46953    0.56647    0.35428    4.48300    5.99959
OGLE-BLG-RRLYR-32645   17.74700   20.54600    0.52156    0.74700   -0.99396    0.53031    0.36443    4.28100    5.70959
OGLE-BLG-RRLYR-32646   15.46700   16.48800    0.55670    0.57400   -0.97010    0.51080    0.32528    4.43400    5.94759
OGLE-BLG-RRLYR-32649   15.68100   16.97300    0.57685    0.75100   -1.21968    0.54189    0.34158    4.34300    5.76459
OGLE-BLG-RRLYR-32651   17.34300   19.60200    0.48563    0.84500   -1.04365    0.49929    0.37128    4.15200    5.43559
OGLE-BLG-RRLYR-32652   16.82600   19.19800    0.55956    0.58400   -0.98742    0.52458    0.34258    4.41900    5.94359
OGLE-BLG-RRLYR-32654   16.45800   18.02400    0.43121    0.88900   -0.99442    0.49762    0.36548    4.04700    5.17159
OGLE-BLG-RRLYR-32655   17.15100   20.08300    0.53925    0.41500   -0.41245    0.47599    0.26110    4.71500    6.52059
OGLE-BLG-RRLYR-32665   18.24600   20.82700    0.55451    0.71700   -1.30467    0.56247    0.34759    4.17900    5.52859
OGLE-BLG-RRLYR-32668   15.96900   17.04300    0.63732    0.68900   -1.37604    0.53208    0.34603    4.52000    5.93459
OGLE-BLG-RRLYR-32672   17.10000   19.61100    0.62529    0.44800   -0.71227    0.48527    0.26307    4.79400    6.66859
OGLE-BLG-RRLYR-32673   14.97600   16.12300    0.50429    0.59200   -1.09309    0.44990    0.30634    4.21600    5.48659
OGLE-BLG-RRLYR-32676   17.96300   20.65900    0.49874    0.75200   -1.05848    0.52382    0.39162    4.17800    5.49559
OGLE-BLG-RRLYR-32679   15.33700   16.45000    0.54581    0.80300   -1.15816    0.53766    0.34609    4.27800    5.65459
OGLE-BLG-RRLYR-32688   16.96700   20.42700    0.70476    0.21300   -1.83435    0.30281    0.12818    4.44400    5.77959
OGLE-BLG-RRLYR-32696   17.07500   20.31300    0.78826    0.19700   -0.88656    0.33267    0.10594    5.12800    7.42659
OGLE-BLG-RRLYR-32698   17.00000   19.53500    0.57163    0.46100   -0.79861    0.49467    0.30578    4.58300    6.24459
OGLE-BLG-RRLYR-32700   17.96900   21.38900    0.54741    0.22800    0.00243    0.31235    0.06967    5.06000    7.07259
OGLE-BLG-RRLYR-32704   17.87200   21.81200    0.72639    0.42900   -1.21773    0.44536    0.24757    4.82400    6.65659
OGLE-BLG-RRLYR-32705   17.42000   20.02400    0.59192    0.38500   -0.80494    0.45397    0.26704    4.65700    6.35759
OGLE-BLG-RRLYR-32712   17.94800   21.51100    0.50956    0.53500   -1.10159    0.43659    0.25793    4.26000    5.50759
OGLE-BLG-RRLYR-32715   15.33700   16.43400    0.54945    0.62500   -1.04747    0.51811    0.34000    4.34800    5.81059
OGLE-BLG-RRLYR-32719   15.60700   16.58800    0.52565    0.67300   -0.98847    0.52700    0.35631    4.28800    5.74059
OGLE-BLG-RRLYR-32720   18.18700   21.88700    0.53267    0.67800   -1.01879    0.53055    0.36001    4.29700    5.74559
OGLE-BLG-RRLYR-32721   17.04700   19.14500    0.32617    0.40400   -0.03286    0.31461    0.09708    4.32700    5.71359
OGLE-BLG-RRLYR-32722   16.21100   17.29400    0.49954    0.72800   -1.07392    0.50978    0.36560    4.17900    5.48159
OGLE-BLG-RRLYR-32723   16.90300   19.20800    0.53908    0.63900   -1.00819    0.52427    0.34994    4.33300    5.79659
OGLE-BLG-RRLYR-32725   15.74800   16.85100    0.61316    0.24400   -0.66020    0.35188    0.15369    4.77100    6.65959
OGLE-BLG-RRLYR-32727   17.22600   20.01400    0.58272    0.60400   -1.24107    0.51884    0.29086    4.44100    5.77359
OGLE-BLG-RRLYR-32728   15.99100   17.11100    0.55385    0.61100   -0.98829    0.51890    0.33134    4.37700    5.90859
OGLE-BLG-RRLYR-32730   15.65200   16.77000    0.68713    0.58200   -1.36888    0.49273    0.30835    4.66100    6.23959
OGLE-BLG-RRLYR-32731   16.78000   19.17100    0.56403    0.47500   -1.06292    0.46550    0.32013    4.46900    5.87859
OGLE-BLG-RRLYR-32733   18.24100   21.56200    0.53879    0.70200   -1.00265    0.52470    0.35315    4.35000    5.80159
OGLE-BLG-RRLYR-32734   18.24900   21.64200    0.42341    0.87800   -0.73782    0.54049    0.39351    4.13300    5.43659
OGLE-BLG-RRLYR-32735   17.75900   21.39900    0.49209    0.44600   -1.02257    0.37839    0.15417    4.14500    5.49959
OGLE-BLG-RRLYR-32739   17.65300   20.62600    0.52322    0.51400   -0.54645    0.51893    0.31664    4.63100    6.26259
OGLE-BLG-RRLYR-32741   15.72600   16.62400    0.52050    0.57800   -1.17338    0.48632    0.33192    4.24600    5.48559
OGLE-BLG-RRLYR-32742   17.46400   19.88900    0.47128    0.48700   -2.07085    0.29889    0.09559    3.95300    4.10359
OGLE-BLG-RRLYR-32743   16.82800   18.96200    0.47839    0.28900   -0.48821    0.22381    0.11284    4.23500    6.06659
OGLE-BLG-RRLYR-32744   17.82900   21.38500    0.60327    0.35800   -0.71305    0.42466    0.23423    4.73200    6.53659
OGLE-BLG-RRLYR-32745   17.48500   19.92200    0.45005    0.71500   -0.64425    0.55924    0.35962    4.26600    5.70859
OGLE-BLG-RRLYR-32747   17.00400   19.06800    0.56954    0.40100   -0.73561    0.49758    0.30698    4.62900    6.30859
OGLE-BLG-RRLYR-32748   19.13200   21.47300    0.53509    0.56700   -1.55885    0.41008    0.33533    4.20800    5.10459
OGLE-BLG-RRLYR-32757   15.40400   16.52500    0.78331    0.39600   -1.36571    0.42840    0.22089    4.89000    6.81559
OGLE-BLG-RRLYR-32758   15.01700   16.03700    0.62221    0.77100   -1.50712    0.53628    0.32743    4.31900    5.68559
OGLE-BLG-RRLYR-32759   17.32600   20.22900    0.61700    0.24600   -0.72433    0.35649    0.16490    4.76200    6.60459
OGLE-BLG-RRLYR-32760   17.77300   20.49400    0.53897    0.60900   -1.01094    0.50882    0.33636    4.33700    5.79259
OGLE-BLG-RRLYR-32761   17.91900   20.11300    0.64886    0.45800   -1.05192    0.44392    0.24740    4.77000    6.39659
OGLE-BLG-RRLYR-32765   16.92700   19.40000    0.78653    0.24100   -1.63448    0.37983    0.18936    4.69300    6.50859
OGLE-BLG-RRLYR-32766   17.66400   19.92900    0.51813    0.65300   -1.07603    0.51432    0.35711    4.22300    5.58959
OGLE-BLG-RRLYR-32768   16.86900   19.32300    0.49640    0.76500   -0.99753    0.51008    0.37524    4.20700    5.55559
OGLE-BLG-RRLYR-32769   16.80600   19.65000    0.46006    0.37700   -1.26356    0.42403    0.21285    4.03900    5.01659
OGLE-BLG-RRLYR-32770   17.14200   20.51100    0.64807    0.34600   -1.28620    0.48134    0.29812    4.57600    6.10759
OGLE-BLG-RRLYR-32772   15.38700   16.43800    0.62778    0.14000   -0.35696    0.22290    0.05927    4.83800    7.11459
OGLE-BLG-RRLYR-32774   17.49000   20.80100    0.57393    0.47000   -0.84694    0.47225    0.31513    4.54400    6.19959
OGLE-BLG-RRLYR-32775   17.24400   20.01700    0.51639    0.71200   -1.06919    0.51064    0.37615    4.22600    5.58759
OGLE-BLG-RRLYR-32776   17.61600   20.22400    0.62524    0.70700   -1.34569    0.54744    0.35556    4.49100    5.89959
OGLE-BLG-RRLYR-32777   17.08400   19.59800    0.44551    0.56200   -1.08260    0.41207    0.19278    4.07600    5.14959
OGLE-BLG-RRLYR-32778   16.91400   19.32800    0.53785    0.49500   -0.59346    0.50388    0.30192    4.64200    6.29259
OGLE-BLG-RRLYR-32779   18.08300   21.16600    0.52127    0.63900   -0.95548    0.52137    0.36249    4.30700    5.75459
OGLE-BLG-RRLYR-32781   18.16900   21.85100    0.47133    0.46700   -1.34845    0.32096    0.11694    4.14400    4.98059
OGLE-BLG-RRLYR-32784   17.13000   19.70200    0.66434    0.07500   -0.83942    0.12061    0.01863    4.93400    6.74659
OGLE-BLG-RRLYR-32785   16.94200   19.48900    0.60428    0.25500   -0.73285    0.39311    0.19601    4.70800    6.51859
OGLE-BLG-RRLYR-32786   17.22300   19.51400    0.60684    0.14700   -0.56082    0.36859    0.16293    4.78600    6.74259
OGLE-BLG-RRLYR-32787   14.59900   15.58700    0.42866    0.66700   -0.72481    0.47382    0.25618    4.20800    5.48359
OGLE-BLG-RRLYR-32791   15.69800   16.80900    0.47824    0.51300   -0.99998    0.39338    0.21508    4.23200    5.44459
OGLE-BLG-RRLYR-32792   16.36400   18.52500    0.58228    0.65200   -1.24547    0.50392    0.34295    4.33300    5.76559
OGLE-BLG-RRLYR-32793   17.13000   19.80000    0.62693    0.32400   -0.90899    0.47033    0.27420    4.70800    6.43959
OGLE-BLG-RRLYR-32794   16.99100   19.59200    0.71073    0.19000   -0.90613    0.29601    0.11432    4.90200    6.94159
OGLE-BLG-RRLYR-32795   16.33700   18.20000    0.53928    0.51600   -0.99842    0.51170    0.36017    4.34300    5.80959
OGLE-BLG-RRLYR-32797   17.67900   20.63800    0.50777    0.40500   -1.07141    0.39429    0.17684    4.36700    5.53359
OGLE-BLG-RRLYR-32798   17.64200   20.38600    0.55764    0.43100   -0.94589    0.48872    0.31243    4.45600    5.98259
OGLE-BLG-RRLYR-32799   18.08000   18.96300    0.60780    0.57900   -1.71586    0.42720    0.22142    4.12200    5.34659
OGLE-BLG-RRLYR-32802   15.46100   16.50900    0.50368    0.64500   -0.71602    0.54639    0.34629    4.41000    5.94059
