ID			Imag	Vmag	Period		Iamp	[Fe/H]		R21	R31	Phi21	Phi31	
OGLE-BLG-RRLYR-01232   16.50500   18.20700    0.63181    0.15700   -0.61073    0.24969    0.08852    4.75000    6.83059
OGLE-BLG-RRLYR-01233   16.17400   17.93300    0.62826    0.27300   -0.27691    0.34163    0.11726    5.02200    7.21459
OGLE-BLG-RRLYR-01234   16.37600   18.20300    0.45669    0.80400   -1.04268    0.48410    0.33897    4.12600    5.26459
OGLE-BLG-RRLYR-01235   16.27400   18.18600    0.47979    0.74400   -1.09163    0.46909    0.31073    4.15100    5.34259
OGLE-BLG-RRLYR-01236   15.61300   17.31800    0.73441    0.57700   -1.52318    0.47369    0.30216    4.66600    6.33359
OGLE-BLG-RRLYR-01237   17.10700   19.15700    0.53817    0.50900   -1.04822    0.43534    0.28236    4.45600    5.74259
OGLE-BLG-RRLYR-01239   15.34400   16.94400    0.55524    0.52800   -0.89868    0.49973    0.32726    4.44800    6.02559
OGLE-BLG-RRLYR-01240   15.24100   16.89500    0.69997    0.40300   -1.08573    0.44684    0.24393    4.83600    6.65959
OGLE-BLG-RRLYR-01241   16.32300   18.21100    0.55152    0.61200   -0.99667    0.52131    0.33911    4.37300    5.88459
OGLE-BLG-RRLYR-01242   15.68200   17.21400    0.70168    0.44700   -1.06198    0.43974    0.23264    4.80900    6.69859
OGLE-BLG-RRLYR-01244   17.22800   19.23500    0.68372    0.63400   -1.50461    0.52502    0.33134    4.54000    6.05459
OGLE-BLG-RRLYR-01245   16.93900   18.92500    0.59262    0.42500   -0.90480    0.48850    0.29360    4.59500    6.24059
OGLE-BLG-RRLYR-01246   16.36400   18.02100    0.61871    0.51000   -1.01372    0.50127    0.31281    4.65100    6.26359
OGLE-BLG-RRLYR-01249   15.95400   17.39900    0.63018    0.28100   -0.76093    0.39367    0.20739    4.76600    6.63859
OGLE-BLG-RRLYR-01250   16.37200   18.47300    0.58182    0.41300   -0.73317    0.47416    0.28258    4.67100    6.38459
OGLE-BLG-RRLYR-01252   15.84500   17.56800    0.55479    0.66100   -1.31922    0.46528    0.36568    4.19700    5.51259
OGLE-BLG-RRLYR-01253   15.89300   17.14400    0.67429    0.71000   -1.53749    0.53446    0.34621    4.54000    5.95859
OGLE-BLG-RRLYR-01254   16.53700   18.38700    0.50106    0.62100   -1.01217    0.47565    0.30734    4.22100    5.56559
OGLE-BLG-RRLYR-01255   15.87600   17.27600    0.59042    0.41200   -0.74403    0.46707    0.26757    4.66100    6.42259
OGLE-BLG-RRLYR-01258   15.68000   17.16000    0.61002    0.33700   -0.75193    0.41567    0.22524    4.75200    6.52959
OGLE-BLG-RRLYR-01259   15.54200   17.22100    0.54679    0.64100   -1.27751    0.48101    0.36195    4.20200    5.51559
OGLE-BLG-RRLYR-01260   16.17700   17.81200    0.55870    0.45600   -0.84479    0.49023    0.31166    4.50100    6.11159
OGLE-BLG-RRLYR-01266   15.89300   17.19700    0.51243    0.71300   -1.05632    0.51460    0.36533    4.21600    5.57959
OGLE-BLG-RRLYR-01270   15.34700   16.50100    0.59202    0.74800   -1.37400    0.52977    0.31710    4.26600    5.66759
OGLE-BLG-RRLYR-01273   16.77200   18.58000    0.52384    0.80900   -1.17572    0.51924    0.35569    4.16400    5.50259
OGLE-BLG-RRLYR-01277   15.74800   16.95200    0.55873    0.62400   -1.02457    0.50769    0.31200    4.41900    5.89359
OGLE-BLG-RRLYR-01280   16.54600   18.40500    0.48859    0.38500   -0.12454    0.44657    0.22556    4.77200    6.56859
OGLE-BLG-RRLYR-01282   15.83500   17.27400    0.51123    0.63400   -1.16254    0.45796    0.32052    4.18800    5.44359
OGLE-BLG-RRLYR-01284   16.55100   18.23500    0.41011    0.64500   -0.61493    0.53767    0.29404    4.29500    5.50659
OGLE-BLG-RRLYR-01289   16.15000   17.57300    0.70264    0.61000   -1.69625    0.52542    0.33864    4.45700    5.93459
OGLE-BLG-RRLYR-01291   16.34000   18.17500    0.53570    0.68000   -1.21410    0.48751    0.37198    4.21400    5.52659
OGLE-BLG-RRLYR-01293   16.63200   18.68500    0.46392    0.54500   -1.27918    0.41487    0.20133    4.17000    5.02059
OGLE-BLG-RRLYR-01296   16.71100   18.39400    0.48245    0.80100   -0.99672    0.49809    0.38101    4.18200    5.47359
OGLE-BLG-RRLYR-01297   15.43800   16.86300    0.62397    0.70600   -1.24882    0.53346    0.34125    4.56700    6.00959
OGLE-BLG-RRLYR-01300   16.36300   18.35800    0.55362    0.75200   -1.10089    0.53365    0.35559    4.31800    5.77059
OGLE-BLG-RRLYR-01301   16.63500   18.53100    0.64035    0.23400   -0.68883    0.35483    0.15254    4.83400    6.78659
OGLE-BLG-RRLYR-01302   17.40100   18.67500    0.64863    0.22900   -0.98899    0.35456    0.14551    4.57600    6.47159
OGLE-BLG-RRLYR-01304   16.05400   17.50900    0.65981    0.18300   -0.69358    0.29214    0.10808    4.81900    6.89659
OGLE-BLG-RRLYR-01308   17.47100   19.48700    0.57128    0.37200   -0.75649    0.46375    0.28861    4.62700    6.29359
OGLE-BLG-RRLYR-01309   17.25600   18.93500    0.65416    0.56800   -1.72639    0.46225    0.32042    4.30000    5.60959
OGLE-BLG-RRLYR-01310   16.14000   17.90700    0.64885    0.18900   -0.69588    0.29153    0.10962    4.83600    6.82859
OGLE-BLG-RRLYR-01311   16.52600   18.43600    0.57823    0.51200   -0.92732    0.51897    0.33583    4.52800    6.12759
OGLE-BLG-RRLYR-01312   16.30000   17.93200    0.53876    0.58800   -0.93575    0.51684    0.32937    4.37900    5.88259
OGLE-BLG-RRLYR-01314   16.62600   18.51000    0.54374    0.61800   -1.02688    0.52778    0.34236    4.32600    5.80159
OGLE-BLG-RRLYR-01315   17.13300   18.64200    0.44365    0.88800   -1.01252    0.50081    0.37450    4.05100    5.22359
OGLE-BLG-RRLYR-01318   15.92900   17.32100    0.56272    0.51800   -1.00870    0.50378    0.31446    4.41000    5.93659
OGLE-BLG-RRLYR-01319   16.72600   18.32500    0.43970    0.87500   -1.01297    0.50818    0.37687    4.04400    5.19959
OGLE-BLG-RRLYR-01320   16.79600   18.80600    0.47694    0.77600   -1.00187    0.49780    0.37411    4.16800    5.43459
OGLE-BLG-RRLYR-01321   15.54300   16.95600    0.63554    0.20000   -0.63970    0.31044    0.11377    4.82900    6.81759
OGLE-BLG-RRLYR-01323   16.20600   17.73500    0.39988    0.56300   -0.22940    0.50795    0.25857    4.46200    5.91359
OGLE-BLG-RRLYR-01324   17.31300   19.29500    0.41163    0.83900   -0.80531    0.50060    0.34814    4.11600    5.28459
OGLE-BLG-RRLYR-01325   16.87500   18.80600    0.44277    0.88800   -1.01067    0.48734    0.36543    4.06400    5.22059
OGLE-BLG-RRLYR-01326   16.67800   19.05000    0.53339    0.45800   -1.38898    0.35172    0.16777    4.28100    5.30059
OGLE-BLG-RRLYR-01327   16.97500   19.06400    0.60207    0.38000   -0.83494    0.43626    0.26308    4.65200    6.38159
OGLE-BLG-RRLYR-01329   16.68300   18.60500    0.58334    0.30700   -0.51156    0.40628    0.19611    4.74300    6.66259
OGLE-BLG-RRLYR-01330   17.20700   19.22100    0.56680    0.44100   -0.91167    0.50128    0.32048    4.52200    6.07859
OGLE-BLG-RRLYR-01332   17.39200   19.47200    0.60948    0.22700   -0.37518    0.33894    0.15270    4.79700    6.98359
OGLE-BLG-RRLYR-01333   17.12000   19.75200    0.62542    0.68000   -1.51301    0.50845    0.30688    4.33800    5.69759
OGLE-BLG-RRLYR-01334   15.56700   16.98100    0.51474    0.73200   -0.92511    0.50858    0.32960    4.33600    5.75259
OGLE-BLG-RRLYR-01335   16.04400   17.49800    0.49256    0.77400   -1.02652    0.50806    0.37827    4.19100    5.49759
OGLE-BLG-RRLYR-01336   16.02100   17.70300    0.49692    0.64700   -0.80891    0.47815    0.26621    4.43200    5.78759
OGLE-BLG-RRLYR-01338   16.43200   18.23200    0.53299    0.32100   -1.71911    0.21867    0.15063    3.64600    4.89759
OGLE-BLG-RRLYR-01341   16.39000   18.12900    0.64297    0.23300   -0.61270    0.37925    0.13491    4.79600    6.89459
OGLE-BLG-RRLYR-01342   17.58400   19.94700    0.44308    0.17600    0.21800    0.24737    0.09344    4.60900    6.71359
OGLE-BLG-RRLYR-01344   16.38100   17.87000    0.36740    0.83000   -0.33058    0.55786    0.34526    4.26200    5.59759
OGLE-BLG-RRLYR-01346   16.57400   18.99100    0.61447    0.35100   -1.00940    0.46986    0.28833    4.65100    6.24359
OGLE-BLG-RRLYR-01347   17.58000   19.90500    0.44846    0.89400   -0.98669    0.50574    0.38838    4.10000    5.28359
OGLE-BLG-RRLYR-01348   16.13900   17.84100    0.52695    0.48500   -0.99816    0.42557    0.21851    4.31400    5.73659
OGLE-BLG-RRLYR-01349   17.42700   19.79600    0.47863    0.39600   -0.66322    0.42675    0.22322    4.31000    5.85559
OGLE-BLG-RRLYR-01350   18.27500   20.95500    0.50280    0.52400   -0.46203    0.51220    0.30883    4.58600    6.24359
OGLE-BLG-RRLYR-01351   16.54300   19.03500    0.49846    0.74800   -0.94255    0.50573    0.36487    4.23400    5.63459
OGLE-BLG-RRLYR-01357   17.06300   19.36000    0.68990    0.45600   -0.99271    0.43778    0.24542    4.84800    6.71259
OGLE-BLG-RRLYR-01360   16.73100   18.69900    0.45833    0.88300   -1.05154    0.50081    0.37245    4.06800    5.26359
OGLE-BLG-RRLYR-01361   16.80200   18.77700    0.52702    0.55500   -1.38082    0.39379    0.22074    4.13300    5.27259
OGLE-BLG-RRLYR-01363   16.49000   18.21100    0.54762    0.58900   -0.94126    0.52090    0.34344    4.39600    5.92859
OGLE-BLG-RRLYR-01364   16.09300   17.79700    0.51539    0.71500   -1.00907    0.51509    0.36369    4.24800    5.65459
OGLE-BLG-RRLYR-01367   17.52400   19.90100    0.44925    0.87700   -1.02101    0.49752    0.37950    4.10400    5.24659
OGLE-BLG-RRLYR-01368   16.49800   18.68100    0.52429    0.52200   -0.96123    0.46739    0.29694    4.35600    5.76559
OGLE-BLG-RRLYR-01372   17.53200   19.23400    0.41524    0.50200   -0.79169    0.42499    0.17348    4.24200    5.32259
OGLE-BLG-RRLYR-01373   17.20400   19.30100    0.56049    0.07300   -1.52511    0.38945    0.37045    4.12600    5.29659
OGLE-BLG-RRLYR-01375   17.09700   19.16400    0.54763    0.58200   -0.92897    0.52420    0.32847    4.43700    5.94359
OGLE-BLG-RRLYR-01376   16.95700   18.92900    0.52097    0.68100   -1.01087    0.51052    0.36559    4.26100    5.68559
OGLE-BLG-RRLYR-01377   16.53300   18.43000    0.49468    0.72300   -1.00312    0.50246    0.37599    4.20100    5.53859
OGLE-BLG-RRLYR-01380   16.38300   18.04200    0.50397    0.57300   -1.27114    0.44292    0.20078    4.20700    5.26859
OGLE-BLG-RRLYR-01381   16.72300   18.69200    0.53611    0.64900   -1.01176    0.53115    0.34937    4.31700    5.77459
OGLE-BLG-RRLYR-01382   16.67700   18.34500    0.47431    0.37000   -0.03477    0.36834    0.17441    4.68900    6.59259
OGLE-BLG-RRLYR-01383   16.57300   18.55300    0.61022    0.33900   -0.78342    0.43577    0.22995    4.71700    6.49259
OGLE-BLG-RRLYR-01386   16.14600   18.06500    0.82884    0.32300   -1.54444    0.40018    0.18491    4.91000    6.86959
OGLE-BLG-RRLYR-01388   16.33100   18.06900    0.52082    0.65000   -1.02495    0.52258    0.35651    4.25600    5.66759
OGLE-BLG-RRLYR-01390   16.81300   18.81000    0.64558    0.19900   -0.63866    0.32099    0.11961    4.84000    6.87859
OGLE-BLG-RRLYR-01393   16.75000   18.68000    0.46806    0.81000   -0.99049    0.49431    0.37480    4.15700    5.39559
OGLE-BLG-RRLYR-01394   17.80600   20.33100    0.43942    0.87100   -1.06018    0.48593    0.35798    4.04100    5.14059
OGLE-BLG-RRLYR-01396   17.15100   19.41300    0.50350    0.39900   -0.33360    0.46438    0.22328    4.66200    6.40359
OGLE-BLG-RRLYR-01397   16.96500   18.98800    0.58081    0.46500   -1.09901    0.49413    0.37134    4.57900    5.93459
OGLE-BLG-RRLYR-01399   16.33700   18.25800    0.61471    0.32200   -0.77161    0.40964    0.22553    4.74000    6.53359
OGLE-BLG-RRLYR-01401   16.89300   18.48900    0.31304    0.52700    0.05948    0.38520    0.20341    4.49900    5.74759
OGLE-BLG-RRLYR-01404   16.41000   18.28600    0.50284    0.70600   -0.96485    0.52070    0.36650    4.24900    5.63359
OGLE-BLG-RRLYR-01405   16.73500   18.56300    0.54288    0.53800   -1.10673    0.49804    0.25469    4.46500    5.69959
OGLE-BLG-RRLYR-01406   16.78900   18.60900    0.55712    0.16800   -0.27753    0.28347    0.08419    4.79900    6.79059
OGLE-BLG-RRLYR-01407   16.99300   19.20900    0.53466    0.75500   -1.12989    0.50787    0.32928    4.25400    5.62259
OGLE-BLG-RRLYR-01409   17.10100   19.01200    0.82289    0.41900   -1.41640    0.42208    0.20002    4.96400    6.98959
OGLE-BLG-RRLYR-01411   17.14700   19.62900    0.69361    0.57900   -1.47562    0.49470    0.30911    4.59300    6.14859
OGLE-BLG-RRLYR-01412   16.96100   18.82500    0.61268    0.28700   -0.76742    0.39002    0.18318    4.72500    6.52659
OGLE-BLG-RRLYR-01413   16.76500   18.88200    0.57451    0.46200   -0.82671    0.49665    0.30746    4.56800    6.22759
OGLE-BLG-RRLYR-01417   17.24300   19.73100    0.48037    0.77200   -0.95273    0.55753    0.34751    4.19700    5.51459
OGLE-BLG-RRLYR-01418   17.20600   19.31700    0.37928    0.92700   -0.61787    0.54898    0.38161    4.10200    5.31959
OGLE-BLG-RRLYR-01419   17.14500   19.11400    0.48385    0.85600   -1.03654    0.50202    0.37319    4.15700    5.43359
OGLE-BLG-RRLYR-01420   17.14500   19.33800    0.55924    0.52200   -0.85735    0.51498    0.32156    4.48300    6.09959
OGLE-BLG-RRLYR-01421   17.28700   19.81800    0.76358    0.50000   -1.54834    0.46235    0.29830    4.75600    6.47659
OGLE-BLG-RRLYR-01424   17.01100   19.43400    0.63020    0.14200   -0.92666    0.27676    0.08903    4.87100    6.43759
OGLE-BLG-RRLYR-01425   16.40800   18.08800    0.62113    0.15900   -0.55095    0.27677    0.05321    4.74200    6.83959
OGLE-BLG-RRLYR-01426   16.97900   19.33600    0.58438    0.76900   -1.07204    0.54240    0.32622    4.61000    5.98859
OGLE-BLG-RRLYR-01427   17.63000   20.65200    0.61881    0.39900   -0.90048    0.47985    0.28289    4.67200    6.40159
OGLE-BLG-RRLYR-01428   16.99200   18.95200    0.48969    0.79800   -0.95970    0.51130    0.38220    4.21600    5.56159
OGLE-BLG-RRLYR-01429   16.98600   18.87800    0.52115    0.55100   -0.93345    0.46017    0.32844    4.36100    5.78059
OGLE-BLG-RRLYR-01431   17.15400   19.51800    0.53728    0.66700   -1.02574    0.52160    0.35765    4.28800    5.76459
OGLE-BLG-RRLYR-01432   15.93900   17.43400    0.44329    0.82600   -1.04786    0.49556    0.37093    4.04600    5.17859
OGLE-BLG-RRLYR-01433   15.77600   17.38200    0.58005    0.64400   -1.06811    0.53172    0.32652    4.46500    5.96759
OGLE-BLG-RRLYR-01435   16.49700   18.39300    0.51144    0.64100   -1.14297    0.44569    0.23986    4.20700    5.46859
OGLE-BLG-RRLYR-01440   16.07000   17.86500    0.57956    0.80100   -1.34587    0.52211    0.33835    4.25200    5.62759
OGLE-BLG-RRLYR-01442   16.79900   18.86000    0.58850    0.37900   -0.97439    0.42489    0.23343    4.57300    6.13159
OGLE-BLG-RRLYR-01444   17.14800   19.56200    0.58242    0.53700   -0.95858    0.51411    0.32255    4.52700    6.11459
OGLE-BLG-RRLYR-01445   16.36800   18.25700    0.55161    0.75000   -1.13552    0.53786    0.35242    4.29500    5.71659
OGLE-BLG-RRLYR-01446   16.38600   18.07100    0.69841    0.41900   -1.11850    0.45443    0.25251    4.80800    6.61059
OGLE-BLG-RRLYR-01447   16.98400   19.02900    0.52829    0.68400   -1.17199    0.47469    0.36231    4.19600    5.53359
OGLE-BLG-RRLYR-01449   15.82400   17.23900    0.58733    0.47300   -0.93897    0.49646    0.30995    4.56800    6.16759
OGLE-BLG-RRLYR-01454   16.80900   18.98800    0.61422    0.53700   -1.07577    0.51182    0.33690    4.58200    6.16159
OGLE-BLG-RRLYR-01455   17.48200   19.89300    0.52128    0.51300   -0.61767    0.51137    0.30185    4.57300    6.16459
OGLE-BLG-RRLYR-01456   16.59500   18.64000    0.57998    0.41100   -0.77688    0.45946    0.29132    4.60900    6.32059
OGLE-BLG-RRLYR-01458   16.72600   18.47400    0.52307    0.45000   -0.59349    0.46439    0.24680    4.56600    6.20459
OGLE-BLG-RRLYR-01459   14.77900   16.03300    0.39871    0.57100   -0.80540    0.41564    0.19214    4.17800    5.20759
OGLE-BLG-RRLYR-01460   16.71200   18.73500    0.57809    0.45300   -0.80719    0.48180    0.29088    4.58900    6.27259
OGLE-BLG-RRLYR-01463   16.26300   17.84200    0.59197    0.45300   -0.91971    0.46728    0.26082    4.60500    6.21859
OGLE-BLG-RRLYR-01464   15.69700   17.35100    0.64035    0.52800   -1.08683    0.50184    0.31348    4.67000    6.30359
OGLE-BLG-RRLYR-01465   16.40100   18.25600    0.60080    0.46200   -1.06929    0.49953    0.31553    4.51500    6.08959
OGLE-BLG-RRLYR-01467   15.83200   17.29400    0.45052    0.88200   -1.05611    0.49555    0.37416    4.05200    5.21159
OGLE-BLG-RRLYR-01469   16.48600   18.29700    0.53974    0.68800   -1.08723    0.50869    0.31824    4.30000    5.70459
OGLE-BLG-RRLYR-01470   16.60100   18.16000    0.52517    0.58500   -0.96802    0.48370    0.32926    4.35000    5.76259
OGLE-BLG-RRLYR-01471   15.79500   17.89600    0.89925    0.42400   -1.65639    0.39693    0.15600    5.04600    7.15259
OGLE-BLG-RRLYR-01472   16.74100   18.92900    0.52322    0.64600   -1.01034    0.49254    0.32102    4.30600    5.69959
OGLE-BLG-RRLYR-01475   16.71200   18.74800    0.53644    0.60900   -1.01416    0.52378    0.34961    4.34200    5.77359
OGLE-BLG-RRLYR-01477   16.74600   18.87500    0.54893    0.53500   -0.91389    0.49897    0.32484    4.42800    5.96959
OGLE-BLG-RRLYR-01478   16.41200   18.08600    0.55162    0.58200   -0.95758    0.50611    0.32709    4.40600    5.93259
OGLE-BLG-RRLYR-01483   16.43800   18.26900    0.57716    0.45800   -1.02182    0.46285    0.26244    4.50600    6.00659
OGLE-BLG-RRLYR-01484   16.35200   18.38100    0.72581    0.20000   -0.79549    0.26954    0.09723    5.02100    7.16559
OGLE-BLG-RRLYR-01485   15.54100   17.14900    0.71120    0.65300   -1.66899    0.49390    0.33893    4.56400    6.01859
OGLE-BLG-RRLYR-01486   16.38000   18.20600    0.72790    0.29300   -0.98945    0.38147    0.17388    4.93600    6.94259
OGLE-BLG-RRLYR-01488   19.60400   21.93100    0.65139    0.47600   -0.97123    0.49937    0.21115    4.57200    6.50959
OGLE-BLG-RRLYR-01490   17.51100   20.51100    0.45604    0.83900   -1.05022    0.48544    0.38309    4.13300    5.25159
OGLE-BLG-RRLYR-01491   16.03400   18.01600    0.46167    0.82700   -0.88664    0.50395    0.36592    4.15600    5.48359
OGLE-BLG-RRLYR-01492   16.52000   18.13100    0.45596    0.49600   -0.92787    0.32882    0.14328    4.20400    5.39959
OGLE-BLG-RRLYR-01499   17.21900   19.35900    0.44810    0.74500   -0.95111    0.48759    0.28900    4.11800    5.32459
OGLE-BLG-RRLYR-01502   16.68300   18.22700    0.60504    0.28700   -0.70280    0.38812    0.19114    4.74100    6.55959
OGLE-BLG-RRLYR-01503   17.34600   19.54300    0.59758    0.67400   -1.15489    0.54834    0.33875    4.54200    5.96659
OGLE-BLG-RRLYR-01504   18.39300   20.47700    0.50613    0.75500   -1.01061    0.53867    0.31861    4.17000    5.59759
OGLE-BLG-RRLYR-01505   17.25200   18.82200    0.49065    0.75700   -0.63730    0.52536    0.35359    4.50200    5.95859
OGLE-BLG-RRLYR-01506   16.53600   18.22200    0.47142    0.85700   -1.06298    0.48687    0.36572    4.10400    5.32759
OGLE-BLG-RRLYR-01507   17.76200   19.82600    0.67330    0.60900   -1.37771    0.50066    0.31682    4.58200    6.14659
OGLE-BLG-RRLYR-01508   17.15800   19.07300    0.52067    0.55600   -1.14948    0.40780    0.15570    4.22100    5.51559
OGLE-BLG-RRLYR-01509   15.90100   17.89600    0.54087    0.66700   -1.07874    0.54725    0.36354    4.29000    5.72159
OGLE-BLG-RRLYR-01510   16.21100   17.84400    0.51484    0.50700   -1.22308    0.41246    0.22203    4.26300    5.39159
OGLE-BLG-RRLYR-01511   16.72700   18.76100    0.72180    0.33600   -0.99582    0.39847    0.18235    4.91100    6.89859
OGLE-BLG-RRLYR-01512   17.11600   19.05000    0.44570    0.86900   -1.03990    0.50079    0.37922    4.06600    5.20259
OGLE-BLG-RRLYR-01514   15.86000   17.45800    0.58416    0.36300   -0.78504    0.45768    0.26327    4.59500    6.33559
OGLE-BLG-RRLYR-01516   16.67300   18.55000    0.49268    0.79600   -1.01147    0.51159    0.37433    4.19300    5.51659
OGLE-BLG-RRLYR-01518   16.19700   17.77500    0.60013    0.85700   -1.18961    0.52920    0.33155    4.65500    5.93959
OGLE-BLG-RRLYR-01520   16.72400   18.84200    0.57833    0.41800   -0.78365    0.47823    0.29970    4.58700    6.30259
OGLE-BLG-RRLYR-01522   16.59800   18.24500    0.48725    0.87600   -1.18343    0.48474    0.36656    4.11400    5.27559
OGLE-BLG-RRLYR-01523   16.37500   18.42500    0.59788    0.42800   -0.98249    0.46959    0.29357    4.54600    6.17759
OGLE-BLG-RRLYR-01524   17.72900   20.35700    0.51562    0.75400   -1.01597    0.53021    0.37546    4.25700    5.64759
OGLE-BLG-RRLYR-01525   17.09500   19.67400    0.76919    0.56000   -1.66318    0.46168    0.29392    4.68600    6.37059
OGLE-BLG-RRLYR-01527   16.08900   17.45800    0.55299    0.58100   -0.97667    0.51977    0.33797    4.39700    5.91759
OGLE-BLG-RRLYR-01529   16.92700   18.59300    0.36332    0.39900    0.00995    0.35119    0.14440    4.61500    5.98659
OGLE-BLG-RRLYR-01533   15.90700   17.73900    0.59191    0.66100   -1.11800    0.53892    0.34177    4.47600    5.97759
OGLE-BLG-RRLYR-01534   16.98900   19.15900    0.57504    0.82700   -1.34928    0.54190    0.33983    4.26200    5.59659
OGLE-BLG-RRLYR-01535   16.37000   18.01800    0.45410    0.89100   -1.06457    0.50720    0.37078    4.04500    5.22259
OGLE-BLG-RRLYR-01536   16.49700   18.54800    0.59749    0.29100   -0.69051    0.43308    0.24714    4.65400    6.52959
OGLE-BLG-RRLYR-01539   16.51800   18.32800    0.58062    0.44300   -0.83854    0.49745    0.29853    4.58500    6.24959
OGLE-BLG-RRLYR-01540   16.75300   19.03400    0.55441    0.40400   -0.93173    0.42681    0.22374    4.50500    5.98059
OGLE-BLG-RRLYR-01541   16.97700   18.69800    0.51245    0.41900   -1.46515    0.35888    0.08760    4.24000    5.08359
OGLE-BLG-RRLYR-01542   18.46500   20.77800    0.47163    0.69200   -1.24197    0.43064    0.36671    4.12600    5.11159
OGLE-BLG-RRLYR-01543   17.30100   19.36600    0.54321    0.82900   -1.18912    0.56468    0.34449    4.40300    5.60159
OGLE-BLG-RRLYR-01544   16.32600   18.15400    0.57978    0.40500   -0.95472    0.46661    0.25353    4.53200    6.10359
OGLE-BLG-RRLYR-01545   16.05800   17.78800    0.59405    0.44200   -0.87881    0.47551    0.28364    4.62100    6.28059
OGLE-BLG-RRLYR-01546   16.56400   18.99000    0.55334    0.50500   -1.18356    0.48736    0.30118    4.37400    5.66859
OGLE-BLG-RRLYR-01547   16.74200   18.74600    0.60325    0.49500   -1.48422    0.40092    0.15197    4.45200    5.60059
OGLE-BLG-RRLYR-01548   16.43100   18.33600    0.50248    0.72100   -0.99686    0.49810    0.36371    4.23400    5.59259
OGLE-BLG-RRLYR-01550   16.32700   18.24100    0.63213    0.21400   -0.71694    0.31216    0.12177    4.83200    6.70359
OGLE-BLG-RRLYR-01551   16.95700   19.22100    0.51459    0.82000   -1.26141    0.46085    0.36421    4.17300    5.34359
OGLE-BLG-RRLYR-01552   16.83000   18.69900    0.46161    0.64100   -1.11787    0.45402    0.26149    4.07300    5.20259
OGLE-BLG-RRLYR-01553   16.87200   19.18100    0.51699    0.41500   -0.57113    0.49682    0.30281    4.54000    6.19559
OGLE-BLG-RRLYR-01554   16.40100   18.32700    0.56782    0.55800   -0.93401    0.51595    0.33295    4.50100    6.05759
OGLE-BLG-RRLYR-01555   16.94800   19.08100    0.53545    0.57300   -0.93025    0.49177    0.31166    4.35100    5.86959
OGLE-BLG-RRLYR-01556   16.99200   19.50000    0.64195    0.16700   -0.70903    0.26452    0.11288    4.79800    6.77159
OGLE-BLG-RRLYR-01559   17.36400   19.68400    0.59454    0.34400   -0.82025    0.42768    0.21482    4.69200    6.35459
OGLE-BLG-RRLYR-01563   16.86800   19.03200    0.52371    0.56400   -1.01855    0.51613    0.36153    4.25400    5.69259
OGLE-BLG-RRLYR-01564   17.09900   19.24300    0.48133    0.81100   -1.02833    0.49580    0.38227    4.16600    5.42859
OGLE-BLG-RRLYR-01565   17.51800   19.57100    0.45934    0.80400   -1.01609    0.48623    0.37864    4.10300    5.31259
OGLE-BLG-RRLYR-01566   16.70000   18.30900    0.49631    0.74800   -1.06136    0.50502    0.37370    4.17000    5.47759
OGLE-BLG-RRLYR-01567   16.89600   19.20400    0.67494    0.37500   -0.98199    0.43907    0.23868    4.80400    6.63659
OGLE-BLG-RRLYR-01569   17.65800   19.88800    0.43245    0.86400   -1.02437    0.51656    0.36722    4.04800    5.14259
OGLE-BLG-RRLYR-01570   17.06600   19.13100    0.59969    0.76500   -1.15698    0.52880    0.28001    4.57000    5.97659
OGLE-BLG-RRLYR-01571   17.19300   19.62400    0.58174    0.62600   -1.12995    0.50597    0.32691    4.43100    5.90259
OGLE-BLG-RRLYR-01572   17.27900   19.65200    0.57236    0.53100   -1.07164    0.50809    0.33340    4.40900    5.91759
OGLE-BLG-RRLYR-01573   17.03300   19.07000    0.55400    0.37200   -0.58195    0.44374    0.23521    4.71400    6.40259
OGLE-BLG-RRLYR-01574   17.16900   19.38300    0.58871    0.34800   -0.79991    0.41357    0.25381    4.67700    6.34459
OGLE-BLG-RRLYR-01575   17.13900   18.94100    0.45881    0.70800   -1.27225    0.42569    0.21088    4.10100    4.99859
OGLE-BLG-RRLYR-01577   16.65200   18.93000    0.71470    0.41400   -1.23954    0.47942    0.26109    4.69700    6.56059
OGLE-BLG-RRLYR-01579   16.74200   19.01700    0.46789    0.62600   -1.13547    0.51463    0.38784    4.04600    5.21859
OGLE-BLG-RRLYR-01580   16.33200   18.01300    0.45852    0.87800   -0.99890    0.49424    0.37203    4.11300    5.32859
OGLE-BLG-RRLYR-01581   16.93100   19.38700    0.58284    0.41100   -0.81235    0.47478    0.28135    4.60300    6.29459
OGLE-BLG-RRLYR-01583   17.53500   19.87000    0.45503    0.70700   -0.85736    0.50000    0.31572    4.24200    5.47959
OGLE-BLG-RRLYR-01586   15.39100   16.68200    0.59988    0.80400   -1.41171    0.56106    0.34384    4.35700    5.66859
OGLE-BLG-RRLYR-01587   16.91000   18.91200    0.51646    0.67900   -0.97641    0.51139    0.35254    4.25400    5.70059
OGLE-BLG-RRLYR-01588   17.08700   19.59800    0.57991    0.47700   -0.78973    0.49101    0.29745    4.66500    6.30459
OGLE-BLG-RRLYR-01591   17.37700   19.72600    0.55473    0.79000   -1.17472    0.54024    0.34529    4.30500    5.68759
OGLE-BLG-RRLYR-01595   16.86600   18.85400    0.53593    0.19800   -1.71293    0.21468    0.06948    3.87100    4.92259
OGLE-BLG-RRLYR-01596   16.40200   18.35600    0.62586    0.26400   -0.84109    0.35357    0.19101    4.75400    6.51559
